OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,
19-3031,"Clinical, Counseling, and School Psychologists",detailed,250,6.1,30.09,62590,4.4,18.04,23.93,28.78,35.39,43.84,37520,49770,59860,73610,91180,2013,
19-3039,"Psychologists, All Other",detailed,,,33.27,69200,2.7,16.59,20.1,36.39,47.21,51.13,34520,41820,75680,98190,106350,2013,
19-3051,Urban and Regional Planners,detailed,50,12.3,24.88,51750,2.4,16.29,19.17,23.42,30.13,35.94,33880,39870,48710,62660,74750,2013,
19-3099,"Social Scientists and Related Workers, All Other",detailed,80,0,24.6,51160,1.7,16.21,18.03,23.32,28.58,35.88,33720,37500,48510,59450,74630,2013,
19-4021,Biological Technicians,detailed,30,16.8,16.16,33600,5,9.99,11.8,14.86,20.33,23.46,20780,24540,30920,42290,48800,2013,
19-4031,Chemical Technicians,detailed,90,29,18.11,37680,6.1,11.67,12.99,15.43,22.42,31.46,24270,27030,32100,46630,65430,2013,
19-4061,Social Science Research Assistants,detailed,,,24.94,51880,10.3,8.34,14.57,25.56,35.88,41.51,17350,30310,53150,74640,86340,2013,
19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,110,24.4,24.54,51040,7.5,14.35,16.49,23.57,31.2,36.2,29850,34300,49020,64890,75300,2013,
19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,280,11.6,16.99,35330,5.6,9.13,13.25,16.39,19.16,24.53,18990,27560,34080,39840,51010,2013,
21-0000,Community and Social Service Occupations,major,7080,3.7,19.46,40470,3.6,11.74,14.09,17.66,22.53,30.11,24420,29300,36720,46870,62620,2013,
21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,400,22.5,17.74,36900,4.6,9.52,12.91,16.4,20.77,27.5,19810,26850,34110,43210,57200,2013,
21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,850,3.4,28.63,59550,9.2,14.57,18.21,29.33,37.01,45.09,30300,37880,61010,76970,93800,2013,
21-1013,Marriage and Family Therapists,detailed,100,46.7,15.26,31740,13.4,7.95,8.84,13.87,19.75,22.69,16530,18390,28860,41070,47200,2013,
21-1014,Mental Health Counselors,detailed,430,16.2,17.69,36800,5.2,12.25,13.28,15.37,18.98,23.02,25490,27610,31970,39480,47870,2013,
21-1015,Rehabilitation Counselors,detailed,360,24.7,17.8,37020,2.3,12.74,14.15,17.12,20.61,24.51,26490,29440,35610,42870,50980,2013,
21-1019,"Counselors, All Other",detailed,,,24.05,50020,3.1,14.17,18.05,24.17,30.86,34.5,29470,37540,50270,64180,71770,2013,
21-1021,"Child, Family, and School Social Workers",detailed,1410,3.9,18.88,39270,1.7,13.1,15.42,18.16,21.18,24.97,27260,32080,37780,44060,51930,2013,
21-1022,Healthcare Social Workers,detailed,460,8.7,21.62,44980,2.3,15.22,17.56,21.66,25.8,28.35,31650,36530,45060,53670,58980,2013,
21-1023,Mental Health and Substance Abuse Social Workers,detailed,390,12.6,18.93,39370,2.4,12.37,15.94,18.69,22.41,26.01,25720,33160,38870,46610,54090,2013,
21-1091,Health Educators,detailed,200,26.7,21.21,44120,3.5,14.24,17.17,20.47,23.6,29.52,29620,35710,42580,49080,61410,2013,
21-1092,Probation Officers and Correctional Treatment Specialists,detailed,290,6.4,17.82,37070,2.1,15.1,15.86,16.73,18.69,23.07,31420,32990,34800,38880,47980,2013,
21-1093,Social and Human Service Assistants,detailed,1240,11.1,13.89,28880,3.5,8.67,10.67,13.39,16.55,20.12,18040,22190,27850,34420,41850,2013,
21-1094,Community Health Workers,detailed,180,30.7,20.2,42020,4.7,13.41,15.91,19.25,23.55,28.83,27890,33090,40040,48980,59970,2013,
21-1099,"Community and Social Service Specialists, All Other",detailed,220,15,20.56,42760,8.1,10.29,15.11,18.15,22.63,29.16,21410,31430,37760,47080,60650,2013,
21-2011,Clergy,detailed,140,22.3,22.77,47360,2.2,15.37,18.97,22.19,26.6,31.25,31970,39460,46150,55320,65000,2013,
23-0000,Legal Occupations,major,3620,8.5,33.32,69310,5,13.73,18.73,23.7,41.54,63.5,28550,38950,49290,86400,132090,2013,
23-1011,Lawyers,detailed,1670,7.8,46.86,97470,5.4,20.7,26.94,39.63,56.95,80.6,43060,56030,82420,118460,167650,2013,
23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,80,0,28.28,58820,2.1,16.45,16.62,18.65,25.76,65.81,34220,34560,38790,53580,136880,2013,
23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,100,2.1,55.44,115310,5.2,18.31,58.42,63.23,64.61,64.62,38090,121520,131530,134400,134410,2013,
23-2011,Paralegals and Legal Assistants,detailed,1310,16.4,20.51,42660,4,13.15,15.76,20.56,23.05,27.89,27350,32780,42760,47940,58000,2013,
23-2091,Court Reporters,detailed,50,40.2,12.27,25520,3.1,7.82,8.49,12.61,16.03,17.95,16260,17650,26240,33350,37340,2013,
23-2093,"Title Examiners, Abstractors, and Searchers",detailed,,,14.91,31000,6.7,9.23,11.56,15.73,17.43,18.75,19200,24050,32720,36260,38990,2013,
23-2099,"Legal Support Workers, All Other",detailed,,,17.37,36130,16.3,8.44,9.89,16.97,24.24,26.85,17560,20560,35290,50430,55850,2013,
25-0000,"Education, Training, and Library Occupations",major,28770,2.7,24.62,51210,3,11.68,17.13,23.47,30.6,36.71,24300,35630,48820,63650,76350,2013,
25-1011,"Business Teachers, Postsecondary",detailed,180,15.6,,,,,,,,,,,,,,2013,
25-1021,"Computer Science Teachers, Postsecondary",detailed,90,14.9,,79220,9.5,,,,,,41880,54010,76830,102760,122040,2013,
25-1022,"Mathematical Science Teachers, Postsecondary",detailed,180,16.1,,70080,5.5,,,,,,38150,47370,63270,85900,115200,2013,
25-1042,"Biological Science Teachers, Postsecondary",detailed,170,10,,86300,8.5,,,,,,42320,53740,73990,105470,148020,2013,
25-1052,"Chemistry Teachers, Postsecondary",detailed,80,15.3,,82510,7.9,,,,,,41360,50750,70860,105750,146000,2013,
25-1054,"Physics Teachers, Postsecondary",detailed,30,11.3,,77460,5.8,,,,,,38230,63170,74770,90650,113110,2013,
25-1063,"Economics Teachers, Postsecondary",detailed,40,34.7,,101830,12.9,,,,,,48350,64490,91750,119700,160140,2013,
25-1065,"Political Science Teachers, Postsecondary",detailed,50,8,,,,,,,,,,,,,,2013,
25-1066,"Psychology Teachers, Postsecondary",detailed,110,10.7,,70010,6.5,,,,,,39570,50620,67530,85140,109310,2013,
25-1067,"Sociology Teachers, Postsecondary",detailed,60,14,,,,,,,,,,,,,,2013,
25-1071,"Health Specialties Teachers, Postsecondary",detailed,910,1.8,,75940,2,,,,,,50740,55830,67830,93380,118860,2013,
25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,730,33.3,,64640,8.9,,,,,,40220,45830,56540,71120,88860,2013,
25-1081,"Education Teachers, Postsecondary",detailed,300,18.2,,,,,,,,,,,,,,2013,
25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,50,21.4,,52630,5.6,,,,,,34460,38710,45920,59280,81490,2013,
25-1113,"Social Work Teachers, Postsecondary",detailed,70,17.1,,,,,,,,,,,,,,2013,
25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,330,9.8,,,,,,,,,,,,,,2013,
25-1122,"Communications Teachers, Postsecondary",detailed,130,7.6,,,,,,,,,,,,,,2013,
25-1123,"English Language and Literature Teachers, Postsecondary",detailed,280,11.2,,,,,,,,,,,,,,2013,
25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,100,18,,,,,,,,,,,,,,2013,
25-1125,"History Teachers, Postsecondary",detailed,80,15.7,,,,,,,,,,,,,,2013,
25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,100,15,,,,,,,,,,,,,,2013,
25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,60,15.8,,,,,,,,,,,,,,2013,
25-1194,"Vocational Education Teachers, Postsecondary",detailed,320,17.5,23.1,48040,9.2,12.52,14.47,23.17,29.46,34.43,26040,30100,48190,61280,71610,2013,
25-1199,"Postsecondary Teachers, All Other",detailed,270,11.9,,82900,5.6,,,,,,33660,47270,76510,102870,142070,2013,
25-2011,"Preschool Teachers, Except Special Education",detailed,650,25,18.72,38930,5.5,9.75,11.7,19.5,25.03,28.04,20280,24330,40570,52070,58330,2013,
25-2012,"Kindergarten Teachers, Except Special Education",detailed,610,7.1,,56590,4.5,,,,,,39730,46430,56330,67430,74980,2013,
25-2021,"Elementary School Teachers, Except Special Education",detailed,4890,3.1,,55300,2.3,,,,,,39410,45060,54890,66110,73980,2013,
25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,2300,4.8,,55540,1.8,,,,,,40240,45560,54740,65480,73740,2013,
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,3730,4.1,,55980,2.7,,,,,,39220,45120,55570,67530,75510,2013,
25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,920,3.6,,56390,3.7,,,,,,39290,46680,56660,67310,74310,2013,
25-2053,"Special Education Teachers, Middle School",detailed,490,6.8,,54190,3.3,,,,,,39300,44370,53240,63360,73160,2013,
25-2054,"Special Education Teachers, Secondary School",detailed,620,4.8,,55460,3.4,,,,,,40020,45600,54450,65020,74230,2013,
25-2059,"Special Education Teachers, All Other",detailed,160,6.6,,52370,4.8,,,,,,33070,40380,52020,64050,73900,2013,
25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,160,18.4,23.48,48830,4.5,15.61,17.4,21.67,28.78,34.25,32470,36200,45080,59870,71240,2013,
25-3021,Self-Enrichment Education Teachers,detailed,640,32,16.2,33700,4.7,9.16,12.65,15.06,18.15,25.09,19050,26320,31320,37760,52190,2013,
25-3098,Substitute Teachers,detailed,560,39.3,10.43,21700,3.2,8.07,9.21,10.38,11.4,13.31,16790,19160,21590,23710,27690,2013,
25-3099,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,1280,6.4,,43970,3.9,,,,,,22420,33030,41910,54200,67990,2013,
25-4012,Curators,detailed,,,20.21,42040,20.1,8.12,10.02,20.66,25.97,34.55,16890,20840,42970,54030,71870,2013,
25-4021,Librarians,detailed,490,3.7,27.64,57500,5.9,16.92,21.39,27.94,34.05,39.43,35200,44500,58110,70810,82010,2013,
25-4031,Library Technicians,detailed,250,17.2,14.93,31060,3.7,9.16,12.43,15.04,17.56,19.68,19050,25850,31290,36520,40940,2013,
25-9031,Instructional Coordinators,detailed,320,7.8,28.44,59150,4.5,16.08,20.78,27.86,35.35,42.46,33440,43220,57950,73520,88310,2013,
25-9041,Teacher Assistants,detailed,4430,5.5,,28650,7.4,,,,,,18400,22450,27890,34720,41160,2013,
25-9099,"Education, Training, and Library Workers, All Other",detailed,940,7.4,18.7,38890,1.5,9.42,12.36,15.81,21.26,28.25,19590,25720,32880,44220,58770,2013,
27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,6540,3.7,19.34,40220,3,8.59,11.09,16.81,23.72,33.94,17860,23060,34950,49340,70600,2013,
27-1011,Art Directors,detailed,80,18.2,32.23,67030,7.3,15.25,22.19,28.76,41.94,51.95,31720,46150,59820,87240,108060,2013,
27-1021,Commercial and Industrial Designers,detailed,120,17,29.6,61570,9.3,17.29,20.58,26.98,35.85,49.37,35960,42810,56130,74580,102680,2013,
27-1023,Floral Designers,detailed,230,20.2,12.24,25450,4.3,8.39,9.7,12.11,14.34,17.06,17450,20180,25180,29830,35480,2013,
27-1024,Graphic Designers,detailed,610,7.4,19.62,40810,2.6,11.89,15.2,19.15,22.83,28.7,24720,31610,39840,47500,59700,2013,
27-1025,Interior Designers,detailed,140,14.6,23.4,48680,8.5,12.84,14.26,20.48,29.43,38.9,26700,29660,42600,61220,80920,2013,
27-1026,Merchandise Displayers and Window Trimmers,detailed,630,20.2,13.69,28470,4.3,9.19,10.78,13.49,16.56,18.45,19110,22430,28070,34440,38370,2013,
27-1027,Set and Exhibit Designers,detailed,60,21.9,17.7,36830,15.5,9.38,11.12,15.7,18.36,35.64,19510,23130,32660,38190,74130,2013,
27-2011,Actors,detailed,30,16.3,13.58,,8.8,8.55,9.88,11.66,17.32,18.98,,,,,,2013,
27-2012,Producers and Directors,detailed,200,11.7,23.56,49000,5,9.36,18.09,24.1,27.7,32.51,19470,37630,50130,57610,67620,2013,
27-2022,Coaches and Scouts,detailed,840,14.7,,35480,14.5,,,,,,16580,18360,22840,37820,67270,2013,
27-2041,Music Directors and Composers,detailed,30,27.7,26.97,56100,8.4,10.07,20.33,24.84,28.53,34.07,20940,42290,51670,59350,70860,2013,
27-2042,Musicians and Singers,detailed,120,1.3,16.3,,3.3,8.65,15.39,16.99,18.6,21.55,,,,,,2013,
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,230,14.2,22.35,,7.9,10.33,13.72,20.95,28.36,36.84,,,,,,2013,
27-3011,Radio and Television Announcers,detailed,170,49.6,11.11,23100,9.9,7.92,8.52,9.52,13.53,16.31,16470,17720,19810,28140,33920,2013,
27-3012,Public Address System and Other Announcers,detailed,60,41,11.12,23130,15.8,7.89,8.5,9.49,10.94,16.7,16420,17670,19750,22760,34730,2013,
27-3022,Reporters and Correspondents,detailed,220,25.3,26.06,54210,8.4,12.11,14.66,28.15,34.49,39.51,25190,30480,58540,71740,82170,2013,
27-3031,Public Relations Specialists,detailed,790,9.9,23.89,49690,3.2,14.17,17.3,21.64,28.44,37.19,29470,35990,45020,59160,77350,2013,
27-3041,Editors,detailed,340,14.2,22.01,45780,12.3,8.74,14.57,18.76,30.4,36.62,18180,30300,39010,63230,76170,2013,
27-3042,Technical Writers,detailed,90,17.6,27.46,57120,3.6,16.85,20.73,26.39,33.43,40.53,35050,43120,54890,69530,84300,2013,
27-3043,Writers and Authors,detailed,110,18,22.15,46060,6.8,12.24,15.25,18.23,28.06,35.72,25460,31720,37910,58360,74290,2013,
27-3091,Interpreters and Translators,detailed,60,11.2,20.75,43170,4.2,14.97,16.16,19.95,25.13,29,31130,33620,41500,52270,60310,2013,
27-3099,"Media and Communication Workers, All Other",detailed,60,27.1,25.68,53420,15.4,18.75,19.76,21.48,26.59,44.18,39000,41100,44680,55310,91880,2013,
27-4011,Audio and Video Equipment Technicians,detailed,130,33.4,19.5,40560,7.2,10.63,14.99,18.89,23.48,29.06,22120,31180,39290,48830,60450,2013,
27-4012,Broadcast Technicians,detailed,150,13.6,16.42,34150,21.1,7.78,8.42,10.11,25.33,34.98,16190,17520,21020,52700,72760,2013,
27-4014,Sound Engineering Technicians,detailed,30,23.7,13.43,27940,3.5,7.89,8.49,9.54,17.79,24.51,16410,17670,19840,37000,50990,2013,
27-4021,Photographers,detailed,330,10.4,13.29,27640,7.3,7.88,8.53,10.09,15.16,22.52,16380,17730,21000,31530,46840,2013,
27-4032,Film and Video Editors,detailed,80,19.4,21.24,44190,23.4,8.43,12.69,16.66,18.64,35.74,17540,26400,34650,38760,74340,2013,
27-4099,"Media and Communication Equipment Workers, All Other",detailed,90,20.7,14.22,29570,13.7,8.18,9.07,11.06,16.45,23.44,17020,18870,23000,34210,48760,2013,
29-0000,Healthcare Practitioners and Technical Occupations,major,39640,4.6,32.73,68080,2.4,14.87,20,27.15,35.56,56.99,30930,41610,56470,73970,118530,2013,
29-1011,Chiropractors,detailed,80,19.9,29.77,61920,11.9,17.21,24.01,28.01,39.23,43.72,35800,49950,58270,81590,90940,2013,
29-1021,"Dentists, General",detailed,310,31.3,70.32,146260,7.3,44.34,53.67,64.97,77.09,,92230,111630,135150,160340,,2013,
29-1031,Dietitians and Nutritionists,detailed,370,16,24.76,51510,1.8,19.14,20.98,24.07,27.75,33.46,39810,43640,50060,57730,69600,2013,
29-1041,Optometrists,detailed,210,24.6,42.3,87990,7.4,21.39,31.48,42.92,51.68,61.14,44500,65470,89280,107490,127180,2013,
29-1051,Pharmacists,detailed,1340,6.7,57.8,120220,1.5,47.23,53.47,61.43,67.75,71.56,98240,111210,127760,140930,148840,2013,
29-1061,Anesthesiologists,detailed,,,,,,,,,,,,,,,,2013,
29-1062,Family and General Practitioners,detailed,400,23.5,89.34,185820,6.2,55.79,69.13,83.88,,,116030,143790,174480,,,2013,
29-1063,"Internists, General",detailed,40,31.8,89.7,186570,7.2,60.89,66.96,82.04,,,126650,139280,170650,,,2013,
29-1064,Obstetricians and Gynecologists,detailed,180,49.3,100.31,208640,9.2,52.03,70.08,,,,108220,145770,,,,2013,
29-1065,"Pediatricians, General",detailed,110,43,84.01,174750,15,50.28,57.03,68.46,,,104580,118630,142400,,,2013,
29-1066,Psychiatrists,detailed,50,23.8,108.26,225190,7.6,71.52,85.11,,,,148760,177040,,,,2013,
29-1067,Surgeons,detailed,380,23.8,118.16,245780,6,67.59,,,,,140590,,,,,2013,
29-1069,"Physicians and Surgeons, All Other",detailed,1530,31.5,71.74,149220,21.1,25.22,27.83,78.28,,,52460,57880,162820,,,2013,
29-1071,Physician Assistants,detailed,190,22.5,46.18,96050,5.2,37.18,39.59,43,48.79,67.43,77340,82350,89450,101490,140250,2013,
29-1081,Podiatrists,detailed,50,24.4,72.14,150050,17.2,36.41,42.72,69.37,,,75730,88860,144280,,,2013,
29-1122,Occupational Therapists,detailed,590,9.5,37.28,77540,2.5,26.37,31.59,37.27,43.44,50.22,54850,65700,77530,90350,104450,2013,
29-1123,Physical Therapists,detailed,1150,13.1,38.82,80750,2.1,30,34.29,39.42,43.67,47.99,62390,71320,82000,90830,99830,2013,
29-1124,Radiation Therapists,detailed,60,11.7,39.35,81840,3.3,27.11,33.18,39.56,44.57,53.54,56390,69020,82290,92710,111360,2013,
29-1125,Recreational Therapists,detailed,50,23.9,20.93,43520,3.9,14.38,17.53,20.63,24.16,28.07,29900,36460,42910,50260,58380,2013,
29-1126,Respiratory Therapists,detailed,810,8.8,23.21,48270,1.5,18.08,20.22,23.14,26.63,28.74,37610,42060,48140,55380,59770,2013,
29-1127,Speech-Language Pathologists,detailed,680,10.4,37.24,77460,3,24.02,28.23,37.69,44.99,53.56,49960,58730,78400,93590,111410,2013,
29-1129,"Therapists, All Other",detailed,170,24.7,40.99,85250,6.3,25.58,32.82,40.78,49.44,60.1,53200,68260,84820,102830,125000,2013,
29-1131,Veterinarians,detailed,290,6.2,36.85,76640,2.7,29.68,31.89,35.53,41.33,45.43,61720,66320,73900,85960,94490,2013,
29-1141,Registered Nurses,detailed,14760,7.8,28.8,59890,1.2,20.71,24.21,28.79,33.56,36.43,43080,50350,59890,69810,75770,2013,
29-1151,Nurse Anesthetists,detailed,,,64.41,133960,5.9,49.92,57.24,65.3,72.27,82.83,103820,119060,135820,150320,172290,2013,
29-1161,Nurse Midwives,detailed,,,45.03,93670,3.5,37.51,40.5,45.54,51.36,54.82,78020,84250,94720,106830,114030,2013,
29-1171,Nurse Practitioners,detailed,650,12.8,44.31,92160,3.1,32.19,36.95,42.37,50.15,59.26,66960,76860,88130,104310,123270,2013,
29-2011,Medical and Clinical Laboratory Technologists,detailed,890,13.4,30.02,62450,3.6,20.58,24.31,28.31,32.88,35.95,42800,50560,58890,68380,74770,2013,
29-2012,Medical and Clinical Laboratory Technicians,detailed,,,18.59,38670,3.1,12.7,15.08,17.86,21.66,26.31,26410,31370,37150,45040,54720,2013,
29-2021,Dental Hygienists,detailed,690,13.7,29.15,60640,4.1,23.06,25.46,28.9,33.3,36.07,47970,52950,60110,69270,75030,2013,
29-2031,Cardiovascular Technologists and Technicians,detailed,310,13.8,23.63,49160,2.8,12.56,16.09,24.8,30.12,34.57,26130,33470,51580,62660,71900,2013,
29-2032,Diagnostic Medical Sonographers,detailed,310,13.7,26.74,55610,1.8,19.58,21.82,26.4,31.84,35.44,40730,45380,54920,66230,73710,2013,
29-2033,Nuclear Medicine Technologists,detailed,110,19.7,29.28,60900,1.5,23.83,25.72,28.87,33.15,35.89,49570,53500,60040,68950,74650,2013,
29-2034,Radiologic Technologists,detailed,1220,10.4,25.02,52040,4.4,16.59,19.98,24.29,29.71,35.11,34510,41550,50520,61800,73030,2013,
29-2035,Magnetic Resonance Imaging Technologists,detailed,90,10.1,28.5,59270,1.5,22.86,25.45,29.15,32.96,35.27,47540,52940,60630,68560,73360,2013,
29-2041,Emergency Medical Technicians and Paramedics,detailed,990,5.9,15.11,31430,4.1,9.93,11.06,14.23,18.03,22.2,20650,23000,29600,37500,46170,2013,
29-2052,Pharmacy Technicians,detailed,1730,6.7,13.48,28040,1.8,9.95,10.95,12.96,15.58,18,20700,22770,26960,32400,37450,2013,
29-2055,Surgical Technologists,detailed,510,10.7,19.99,41590,4.5,14.79,16.71,19.59,22.05,25.16,30770,34750,40740,45870,52340,2013,
29-2056,Veterinary Technologists and Technicians,detailed,390,18.6,13.59,28260,6,8.8,10.61,13.56,16.57,18.3,18300,22060,28210,34470,38050,2013,
29-2057,Ophthalmic Medical Technicians,detailed,210,33.1,17.36,36100,4.1,11.07,15.51,17.84,20.42,22.25,23020,32260,37110,42470,46280,2013,
29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,3010,3.5,18.93,39370,0.8,15.27,16.5,18.53,21.23,22.99,31760,34330,38540,44160,47830,2013,
29-2071,Medical Records and Health Information Technicians,detailed,1160,10.1,15.81,32890,3.3,10.24,12.04,14.83,18.32,23.17,21290,25040,30840,38110,48190,2013,
29-2081,"Opticians, Dispensing",detailed,260,29.6,16.26,33820,2.4,10.83,13.01,16,18.77,22.39,22520,27070,33280,39050,46580,2013,
29-2091,Orthotists and Prosthetists,detailed,70,18.4,21.36,44420,15.2,11.29,13.99,18.23,27.6,35.3,23490,29100,37920,57410,73410,2013,
29-2099,"Health Technologists and Technicians, All Other",detailed,660,10.8,21.72,45170,4.4,14.44,16.65,20,24.2,29.35,30040,34630,41600,50340,61040,2013,
29-9011,Occupational Health and Safety Specialists,detailed,320,9.8,33.11,68880,13.5,16.63,21.34,27.74,36.23,47.77,34590,44390,57700,75350,99360,2013,
29-9012,Occupational Health and Safety Technicians,detailed,,,19.58,40720,3.7,11.35,13.96,18.13,25.02,28.14,23600,29030,37700,52050,58530,2013,
29-9091,Athletic Trainers,detailed,100,33.9,,41740,3.8,,,,,,31570,34430,39180,47320,57710,2013,
