,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,Unnamed: 19
846,29-2071,Medical Records and Health Information Technicians,detailed,1160.0,10.1,17.074800000000003,35521.200000000004,3.564,11.0592,13.0032,16.0164,19.785600000000002,25.023600000000002,22993.2,27043.2,33307.200000000004,41158.8,52045.200000000004,2013,
847,29-2081,"Opticians, Dispensing",detailed,260.0,29.6,17.560800000000004,36525.600000000006,2.592,11.6964,14.0508,17.28,20.2716,24.1812,24321.600000000002,29235.600000000002,35942.4,42174.0,50306.4,2013,
848,29-2091,Orthotists and Prosthetists,detailed,70.0,18.4,23.0688,47973.600000000006,16.416,12.1932,15.109200000000001,19.6884,29.808000000000003,38.124,25369.2,31428.000000000004,40953.600000000006,62002.8,79282.8,2013,
849,29-2099,"Health Technologists and Technicians, All Other",detailed,660.0,10.8,23.4576,48783.600000000006,4.752000000000001,15.5952,17.982,21.6,26.136,31.698000000000004,32443.2,37400.4,44928.0,54367.200000000004,65923.2,2013,
850,29-9011,Occupational Health and Safety Specialists,detailed,320.0,9.8,35.7588,74390.40000000001,14.580000000000002,17.9604,23.0472,29.9592,39.1284,51.59160000000001,37357.200000000004,47941.200000000004,62316.00000000001,81378.0,107308.8,2013,
851,29-9012,Occupational Health and Safety Technicians,detailed,,,21.1464,43977.600000000006,3.9960000000000004,12.258000000000001,15.076800000000002,19.5804,27.021600000000003,30.3912,25488.0,31352.4,40716.0,56214.00000000001,63212.4,2013,
852,29-9091,Athletic Trainers,detailed,100.0,33.9,,45079.200000000004,4.104,,,,,,34095.600000000006,37184.4,42314.4,51105.600000000006,62326.8,2013,
853,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,160.0,38.1,36.2556,75405.6,21.708000000000002,12.916800000000002,17.3448,24.483600000000003,55.6308,80.7192,26870.4,36072.0,50932.8,115700.40000000001,167886.0,2013,
854,31-0000,Healthcare Support Occupations,major,17460.0,4.1,14.580000000000002,30326.4,1.836,9.8388,11.34,13.6728,16.480800000000002,20.0448,20466.0,23598.0,28436.4,34268.4,41688.0,2013,
855,31-1011,Home Health Aides,detailed,1400.0,20.4,11.1996,23306.4,3.24,8.553600000000001,9.395999999999999,10.8324,12.3444,15.044400000000001,17787.600000000002,19548.0,22539.600000000002,25671.600000000002,31298.4,2013,
856,31-1013,Psychiatric Aides,detailed,510.0,21.0,14.526,30207.600000000002,2.16,11.7396,13.0464,14.288400000000001,15.5196,18.2088,24418.800000000003,27129.600000000002,29710.800000000003,32292.000000000004,37864.8,2013,
857,31-1014,Nursing Assistants,detailed,7810.0,5.0,12.862800000000002,26740.800000000003,1.7280000000000002,9.5688,10.918800000000001,12.6036,14.6988,16.5996,19904.4,22712.4,26222.4,30564.000000000004,34527.600000000006,2013,
858,31-2011,Occupational Therapy Assistants,detailed,200.0,11.9,30.110400000000002,62618.4,2.052,22.042800000000003,26.244000000000003,30.499200000000002,35.1,38.0052,45856.8,54594.0,63450.00000000001,73008.0,79056.0,2013,
859,31-2021,Physical Therapist Assistants,detailed,500.0,10.4,28.825200000000002,59961.600000000006,3.7800000000000002,20.2932,25.066800000000004,29.376,34.3332,37.756800000000005,42206.4,52142.4,61095.600000000006,71409.6,78548.40000000001,2013,
860,31-2022,Physical Therapist Aides,detailed,170.0,25.4,19.3104,40165.200000000004,9.936,10.0008,13.0572,14.925600000000001,28.555200000000003,35.2728,20790.0,27172.800000000003,31039.2,59389.200000000004,73364.40000000001,2013,
861,31-9011,Massage Therapists,detailed,120.0,28.7,18.4248,38318.4,6.804,9.666,12.906,17.992800000000003,22.982400000000002,28.155600000000003,20098.800000000003,26848.800000000003,37422.0,47800.8,58557.600000000006,2013,
862,31-9091,Dental Assistants,detailed,1400.0,6.5,18.100800000000003,37648.8,2.9160000000000004,12.873600000000001,15.7788,18.370800000000003,21.222,23.652,26762.4,32821.200000000004,38221.200000000004,44139.600000000006,49194.0,2013,
863,31-9092,Medical Assistants,detailed,2660.0,12.2,14.580000000000002,30326.4,1.836,10.908,12.495600000000001,14.4396,16.578,18.856800000000003,22680.0,25984.800000000003,30034.800000000003,34484.4,39214.8,2013,
864,31-9093,Medical Equipment Preparers,detailed,320.0,31.4,16.2756,33847.200000000004,2.7,12.6144,14.5152,16.696800000000003,18.36,19.353600000000004,26233.2,30186.000000000004,34722.0,38178.0,40262.4,2013,
865,31-9094,Medical Transcriptionists,detailed,530.0,18.2,16.9128,35175.600000000006,2.9160000000000004,12.0096,14.364000000000003,17.064000000000004,19.4616,22.4316,24991.2,29872.800000000003,35499.600000000006,40478.4,46645.200000000004,2013,
866,31-9095,Pharmacy Aides,detailed,360.0,43.5,13.5972,28274.4,3.4560000000000004,9.3096,10.854000000000001,12.9816,15.454800000000002,18.403200000000002,19364.4,22572.0,27010.800000000003,32130.000000000004,38286.0,2013,
867,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,340.0,17.4,11.718,24364.800000000003,4.968,8.812800000000001,10.076400000000001,11.610000000000001,13.575600000000001,15.1956,18327.600000000002,20952.0,24138.0,28242.000000000004,31600.800000000003,2013,
868,31-9097,Phlebotomists,detailed,610.0,14.1,15.7032,32659.2,3.024,10.8864,12.1824,15.303600000000001,18.1656,20.8548,22636.800000000003,25347.600000000002,31838.4,37778.4,43372.8,2013,
869,31-9099,"Healthcare Support Workers, All Other",detailed,350.0,6.3,17.118000000000002,35607.600000000006,3.24,10.9944,12.96,15.876,20.131200000000003,23.5764,22874.4,26956.800000000003,33026.4,41871.600000000006,49032.0,2013,
870,33-0000,Protective Service Occupations,major,12030.0,5.9,18.381600000000002,38221.200000000004,4.752000000000001,9.504000000000001,12.063600000000001,16.8912,23.4144,28.8468,19764.0,25099.2,35143.200000000004,48697.200000000004,59994.00000000001,2013,
871,33-1011,First-Line Supervisors of Correctional Officers,detailed,340.0,3.1,20.995200000000004,43664.4,4.86,14.2344,15.811200000000001,19.2996,24.451200000000004,29.926800000000004,29613.600000000002,32886.0,40143.600000000006,50857.200000000004,62240.4,2013,
872,33-1012,First-Line Supervisors of Police and Detectives,detailed,400.0,5.7,34.7436,72262.8,3.24,22.690800000000003,27.4104,33.2856,39.24720000000001,48.4812,47185.200000000004,57013.200000000004,69228.0,81637.20000000001,100839.6,2013,
873,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,200.0,14.7,26.3412,54799.200000000004,7.0200000000000005,16.7832,18.1764,21.6864,33.8472,42.174,34916.4,37810.8,45100.8,70405.20000000001,87728.40000000001,2013,
874,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,240.0,16.7,23.382,48632.4,6.156000000000001,12.3444,17.7984,24.375600000000002,28.814400000000003,31.3956,25660.800000000003,37011.600000000006,50695.200000000004,59940.00000000001,65307.600000000006,2013,
875,33-2011,Firefighters,detailed,890.0,19.0,18.7488,38998.8,5.6160000000000005,12.063600000000001,14.094000000000001,16.858800000000002,23.3928,29.2788,25088.4,29322.000000000004,35067.600000000006,48654.0,60901.200000000004,2013,
876,33-2021,Fire Inspectors and Investigators,detailed,40.0,16.6,29.408400000000004,61171.200000000004,3.7800000000000002,20.4768,25.898400000000002,28.814400000000003,31.6656,38.296800000000005,42595.200000000004,53881.200000000004,59940.00000000001,65858.40000000001,79660.8,2013,
877,33-3011,Bailiffs,detailed,50.0,18.9,15.5088,32259.600000000002,3.8880000000000003,11.804400000000001,13.381200000000002,14.796,16.6428,21.0816,24548.4,27831.600000000002,30769.2,34624.8,43858.8,2013,
878,33-3012,Correctional Officers and Jailers,detailed,1550.0,5.4,15.2064,31633.2,5.0760000000000005,12.063600000000001,12.668400000000002,14.094000000000001,17.355600000000003,20.811600000000002,25099.2,26341.2,29322.000000000004,36093.600000000006,43286.4,2013,
879,33-3021,Detectives and Criminal Investigators,detailed,200.0,19.4,35.629200000000004,74109.6,3.4560000000000004,17.485200000000003,20.4552,25.1856,54.885600000000004,63.720000000000006,36374.4,42541.200000000004,52380.0,114156.00000000001,132548.4,2013,
880,33-3051,Police and Sheriff's Patrol Officers,detailed,2280.0,5.0,23.6628,49215.600000000006,3.024,16.686,20.2176,23.7816,27.972,30.6396,34711.200000000004,42044.4,49464.0,58179.600000000006,63741.600000000006,2013,
881,33-9011,Animal Control Workers,detailed,70.0,9.9,15.260400000000002,31730.4,2.484,11.167200000000001,13.0572,14.7744,17.1936,19.9476,23220.0,27172.800000000003,30736.800000000003,35748.0,41482.8,2013,
882,33-9021,Private Detectives and Investigators,detailed,180.0,21.7,23.2848,48438.0,5.6160000000000005,15.606,18.003600000000002,22.1832,28.198800000000002,33.6096,32454.000000000004,37443.600000000006,46137.600000000006,58644.00000000001,69908.40000000001,2013,
883,33-9032,Security Guards,detailed,4440.0,14.7,14.4396,30024.000000000004,6.264,8.8344,10.1088,12.204000000000002,20.746800000000004,23.5548,18381.600000000002,21027.600000000002,25369.2,43156.8,48978.0,2013,
884,33-9091,Crossing Guards,detailed,160.0,15.3,14.7744,30726.000000000004,6.156000000000001,11.0052,13.186800000000002,14.407200000000001,15.627600000000001,21.0276,22896.0,27421.2,29959.2,32497.2,43740.0,2013,
885,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,480.0,18.7,9.2772,19288.800000000003,2.16,8.1648,8.553600000000001,9.201600000000001,9.8496,11.415600000000001,16988.4,17798.4,19148.4,20487.600000000002,23749.2,2013,
886,33-9093,Transportation Security Screeners,detailed,130.0,0.0,18.122400000000003,37692.0,,15.120000000000001,15.1308,17.992800000000003,19.656,21.3624,31460.4,31471.2,37411.200000000004,40878.0,44431.200000000004,2013,
887,33-9099,"Protective Service Workers, All Other",detailed,340.0,5.8,19.656,40888.8,8.748,10.918800000000001,14.6232,19.666800000000002,24.991200000000003,28.922400000000003,22712.4,30423.600000000002,40910.4,51980.4,60156.00000000001,2013,
888,35-0000,Food Preparation and Serving Related Occupations,major,57200.0,1.6,10.475999999999999,21783.600000000002,1.512,8.305200000000001,8.802000000000001,9.622800000000002,11.3724,14.5584,17269.2,18306.0,20023.2,23652.0,30283.2,2013,
889,35-1011,Chefs and Head Cooks,detailed,260.0,14.1,21.459600000000002,44625.600000000006,3.7800000000000002,13.446,15.9732,18.954,24.3972,34.0848,27972.000000000004,33220.8,39420.0,50738.4,70891.20000000001,2013,
890,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,5250.0,9.1,16.210800000000003,33728.4,4.32,10.5732,11.9232,14.5692,19.245600000000003,25.336800000000004,21978.0,24796.800000000003,30315.600000000002,40035.600000000006,52704.0,2013,
891,35-2011,"Cooks, Fast Food",detailed,2080.0,42.1,8.9208,18554.4,2.8080000000000003,8.208,8.564400000000001,9.1476,9.7416,10.1088,17064.0,17798.4,19029.600000000002,20260.800000000003,21027.600000000002,2013,
892,35-2012,"Cooks, Institution and Cafeteria",detailed,2880.0,4.3,12.7872,26589.600000000002,4.86,9.395999999999999,10.8108,12.4632,14.7744,17.064000000000004,19548.0,22474.800000000003,25920.0,30715.2,35499.600000000006,2013,
893,35-2014,"Cooks, Restaurant",detailed,5500.0,6.1,10.594800000000001,22042.800000000003,2.3760000000000003,8.3808,9.007200000000001,10.054800000000002,12.1392,14.396400000000002,17431.2,18738.0,20919.600000000002,25250.4,29937.600000000002,2013,
894,35-2015,"Cooks, Short Order",detailed,,,9.1584,19051.2,4.752000000000001,8.1864,8.5752,9.2124,9.860400000000002,11.07,17031.600000000002,17841.600000000002,19170.0,20509.2,23036.4,2013,
895,35-2019,"Cooks, All Other",detailed,,,11.566800000000002,24051.600000000002,15.552000000000001,8.3376,9.0288,12.366,14.202000000000002,15.271200000000002,17344.800000000003,18781.2,25725.600000000002,29527.2,31752.000000000004,2013,
896,35-2021,Food Preparation Workers,detailed,3100.0,9.3,10.8216,22507.2,1.4040000000000001,8.434800000000001,9.136800000000001,10.3896,12.301200000000001,14.612400000000001,17550.0,19008.0,21610.800000000003,25585.2,30402.000000000004,2013,
897,35-3011,Bartenders,detailed,1790.0,7.9,10.324800000000002,21470.4,3.132,8.2836,8.7588,9.558,11.156400000000001,14.5584,17226.0,18219.600000000002,19882.800000000003,23209.2,30272.4,2013,
898,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,18850.0,5.5,9.0396,18802.800000000003,1.08,8.218800000000002,8.586,9.201600000000001,9.8172,10.3032,17085.600000000002,17852.4,19126.800000000003,20412.0,21427.2,2013,
899,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,1370.0,21.9,9.4716,19699.2,2.8080000000000003,8.316,8.748,9.4716,10.1952,11.782800000000002,17290.800000000003,18198.0,19710.0,21211.2,24505.2,2013,
900,35-3031,Waiters and Waitresses,detailed,9830.0,6.8,10.054800000000002,20908.800000000003,2.592,8.262,8.7156,9.4608,10.6488,13.8996,17172.0,18122.4,19688.4,22150.800000000003,28911.600000000002,2013,
901,35-3041,"Food Servers, Nonrestaurant",detailed,890.0,12.0,10.216800000000001,21243.600000000002,3.9960000000000004,8.3376,8.8992,9.8388,11.5452,13.111200000000002,17334.0,18511.2,20476.800000000003,24008.4,27270.0,2013,
902,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,1390.0,13.7,9.7308,20239.2,4.104,8.3376,8.8344,9.676800000000002,10.962000000000002,12.1392,17334.0,18381.600000000002,20131.2,22809.600000000002,25250.4,2013,
903,35-9021,Dishwashers,detailed,1240.0,13.9,9.4824,19720.800000000003,1.62,8.316,8.748,9.4824,10.2276,11.826,17290.800000000003,18198.0,19720.800000000003,21276.0,24602.4,2013,
904,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,2020.0,5.4,9.288,19321.2,2.16,8.262,8.6508,9.3096,9.9684,11.296800000000001,17182.800000000003,18003.600000000002,19364.4,20725.2,23511.600000000002,2013,
905,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,80.0,44.0,12.700800000000001,26416.800000000003,11.124000000000002,8.8992,10.2384,11.5452,13.6188,19.5264,18500.4,21286.800000000003,24008.4,28317.600000000002,40608.0,2013,
906,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,16130.0,4.5,12.6036,26211.600000000002,3.132,8.488800000000001,9.2772,10.962000000000002,14.6232,20.2284,17668.800000000003,19288.800000000003,22798.800000000003,30423.600000000002,42066.0,2013,
907,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,960.0,10.6,19.116,39765.600000000006,5.4,10.9296,13.176,18.403200000000002,24.224400000000003,29.1276,22734.0,27410.4,38286.0,50392.8,60588.00000000001,2013,
908,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,530.0,30.0,20.0988,41796.0,4.644,13.554000000000002,15.282000000000002,18.9216,23.5008,28.7604,28188.000000000004,31784.4,39344.4,48870.0,59810.4,2013,
909,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,8180.0,9.1,12.0744,25099.2,4.428,8.4132,9.072000000000001,10.216800000000001,14.1696,19.353600000000004,17496.0,18867.600000000002,21243.600000000002,29462.4,40251.600000000006,2013,
910,37-2012,Maids and Housekeeping Cleaners,detailed,3680.0,16.8,10.087200000000001,20973.600000000002,1.836,8.3376,8.877600000000001,9.774000000000001,11.3292,12.668400000000002,17334.0,18457.2,20336.4,23565.600000000002,26352.0,2013,
911,37-2021,Pest Control Workers,detailed,280.0,14.6,14.666400000000001,30510.000000000004,3.4560000000000004,10.756800000000002,12.0852,14.2992,16.7832,19.2024,22366.800000000003,25142.4,29732.4,34905.600000000006,39938.4,2013,
912,37-3011,Landscaping and Groundskeeping Workers,detailed,2310.0,13.9,13.564800000000002,28198.800000000003,4.428,9.1584,10.5732,12.042000000000002,15.6384,20.4984,19051.2,21999.600000000002,25045.2,32518.800000000003,42627.600000000006,2013,
913,39-0000,Personal Care and Service Occupations,major,17740.0,5.5,12.0096,24980.4,1.836,8.4564,9.18,10.5624,13.467600000000001,18.5004,17593.2,19094.4,21956.4,28015.2,38491.200000000004,2013,
914,39-1011,Gaming Supervisors,detailed,100.0,8.5,,,,,,,,,,,,,,2013,
915,39-1021,First-Line Supervisors of Personal Service Workers,detailed,830.0,9.5,16.7616,34862.4,2.7,11.0592,12.873600000000001,15.919200000000002,19.71,24.03,23014.800000000003,26762.4,33102.0,41007.600000000006,49993.200000000004,2013,
916,39-2011,Animal Trainers,detailed,100.0,16.6,19.926000000000002,41439.600000000006,4.752000000000001,12.1608,16.999200000000002,20.5092,23.198400000000003,24.9264,25304.4,35370.0,42670.8,48265.200000000004,51850.8,2013,
917,39-2021,Nonfarm Animal Caretakers,detailed,1200.0,9.3,11.7612,24451.2,3.4560000000000004,8.5104,9.3744,11.0484,13.381200000000002,17.3988,17701.2,19504.800000000003,22993.2,27820.800000000003,36180.0,2013,
918,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,390.0,9.8,8.866800000000001,18446.4,3.24,8.1864,8.532000000000002,9.1044,9.687600000000002,10.033199999999999,17031.600000000002,17744.4,18943.2,20142.0,20876.4,2013,
919,39-3091,Amusement and Recreation Attendants,detailed,980.0,16.7,9.050400000000002,18835.2,2.052,8.1972,8.553600000000001,9.136800000000001,9.72,10.1088,17053.2,17787.600000000002,18997.2,20217.600000000002,21038.4,2013,
920,39-4021,Funeral Attendants,detailed,190.0,44.2,11.2536,23403.600000000002,7.344,8.694,9.633600000000001,11.124000000000002,12.765600000000001,14.7528,18079.2,20044.800000000003,23144.4,26546.4,30682.800000000003,2013,
921,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,160.0,25.9,21.762,45262.8,14.148,12.690000000000001,15.8328,21.9564,25.380000000000003,30.423600000000004,26384.4,32940.0,45662.4,52779.600000000006,63288.00000000001,2013,
922,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,1210.0,13.8,14.4396,30024.000000000004,6.156000000000001,8.6292,9.644400000000001,12.646800000000002,17.2044,25.002,17938.800000000003,20066.4,26308.800000000003,35780.4,52002.0,2013,
923,39-5092,Manicurists and Pedicurists,detailed,70.0,45.8,12.4632,25909.2,9.72,8.359200000000001,9.1044,10.6056,16.7832,20.25,17377.2,18943.2,22053.600000000002,34905.600000000006,42120.0,2013,
924,39-5094,Skincare Specialists,detailed,,,15.120000000000001,31438.800000000003,23.004,8.370000000000001,9.0828,11.426400000000001,18.414,24.9156,17398.800000000003,18889.2,23760.0,38307.600000000006,51818.4,2013,
